astecid,date,cusip,isin,tradingsymbol,utilizationpercentunits,availableunits,availablemarketvalueusd
100258,2015-08-21,037833100,US0378331005,AAPL,0.12,530485623.7243,59353264044.8486
100258,2015-08-24,037833100,US0378331005,AAPL,0.4,521606011.7849,55195385216.5375
100258,2015-08-25,037833100,US0378331005,AAPL,0.3,528387848.7075,54644551648.9211
100258,2015-08-26,037833100,US0378331005,AAPL,0.48,527380085.3631,55107649005.0807
100258,2015-08-27,037833100,US0378331005,AAPL,0.58,526522397.9671,57774339598.1424
100258,2015-08-28,037833100,US0378331005,AAPL,0.43,526072673.7882,59305016111.6446
100258,2015-08-31,037833100,US0378331005,AAPL,0.35,524064945.7882,59320824433.631
100258,2015-09-01,037833100,US0378331005,AAPL,0.7,525077206.2083,58875781925.3998
100258,2015-09-02,037833100,US0378331005,AAPL,0.94,524342593.2083,57072260658.336
100258,2015-09-03,037833100,US0378331005,AAPL,1.57,528030053.5447,58998216018.5075
100258,2015-09-04,037833100,US0378331005,AAPL,1.02,528458692.5447,58550511414.3693
100258,2015-09-07,037833100,US0378331005,AAPL,0.97,528550755.5447,57914842759.9389
100258,2015-09-08,037833100,US0378331005,AAPL,1.01,526634552.9475,57767615248.7358
100258,2015-09-09,037833100,US0378331005,AAPL,1.14,525140814.4624,58712635897.6668
100258,2015-09-10,037833100,US0378331005,AAPL,1.1,521754375.3667,57731765560.0145
100258,2015-09-11,037833100,US0378331005,AAPL,1.04,502623437.2076,56659384058.4366
100258,2015-09-14,037833100,US0378331005,AAPL,0.93,506281954.2076,57834132894.5206
100258,2015-09-15,037833100,US0378331005,AAPL,0.87,507061755.8115,58497293747.7275
100258,2015-09-16,037833100,US0378331005,AAPL,0.9,507615400.6321,59000813661.4122
100258,2015-09-17,037833100,US0378331005,AAPL,1.05,506158025.5848,58749208833.6812
100258,2015-09-18,037833100,US0378331005,AAPL,0.96,503508780.6835,57447194061.29
100258,2015-09-21,037833100,US0378331005,AAPL,0.9,502335048.6835,57157448789.4548
100258,2015-09-22,037833100,US0378331005,AAPL,0.74,503184411.7064,57787375464.112
100258,2015-09-23,037833100,US0378331005,AAPL,0.7,495681113.2891,56352139320.8552
100258,2015-09-24,037833100,US0378331005,AAPL,0.61,501004375.066,57294051689.2864
100258,2015-09-25,037833100,US0378331005,AAPL,0.63,502494940.9235,57752294909.1396
100258,2015-09-28,037833100,US0378331005,AAPL,0.56,506769892.0071,57988365826.8517
100258,2015-09-29,037833100,US0378331005,AAPL,0.4,501253161.0071,56237632806.4282
100258,2015-09-30,037833100,US0378331005,AAPL,0.42,505363758.1251,55386215552.4502
100258,2014-01-01,037833100,US0378331005,AAPL,0.0,81814625.0,45672144893.5782
100258,2014-01-02,037833100,US0378331005,AAPL,0.0,85713958.0,47996715049.4338
100258,2014-01-03,037833100,US0378331005,AAPL,0.0,85898799.0,47419315784.4082
100258,2014-01-06,037833100,US0378331005,AAPL,0.0,85744147.0,46511803777.49
100258,2014-01-07,037833100,US0378331005,AAPL,0.0,85872892.0,46639917579.3048
100258,2014-01-08,037833100,US0378331005,AAPL,0.0,85921128.0,46556432817.1121
100258,2014-01-09,037833100,US0378331005,AAPL,0.0,85880374.0,46560099673.242
100258,2014-01-10,037833100,US0378331005,AAPL,0.0,85966553.0,46128408671.997
100258,2014-01-13,037833100,US0378331005,AAPL,0.04,86162713.0,45977985993.7985
100258,2014-01-14,037833100,US0378331005,AAPL,0.02,86268145.0,46284779693.0944
100258,2014-01-15,037833100,US0378331005,AAPL,0.02,86268145.0,46284779693.0944
100258,2014-01-16,037833100,US0378331005,AAPL,0.04,86463212.0,48074684885.905
100258,2014-01-17,037833100,US0378331005,AAPL,0.04,86530850.0,47854351097.7997
100258,2014-01-20,037833100,US0378331005,AAPL,0.04,86565141.0,46956303951.6649
100258,2014-01-21,037833100,US0378331005,AAPL,0.02,86824645.0,47039828557.5544
100258,2014-01-22,037833100,US0378331005,AAPL,0.02,86766059.0,47609508900.8168
100258,2014-01-23,037833100,US0378331005,AAPL,0.02,86836261.0,47926869223.9224
100258,2014-01-24,037833100,US0378331005,AAPL,0.02,86890667.0,48164859709.684
100258,2014-01-27,037833100,US0378331005,AAPL,0.02,86801121.0,47525895810.7875
100258,2014-01-28,037833100,US0378331005,AAPL,0.02,86910924.0,47306130407.6776
100258,2014-01-29,037833100,US0378331005,AAPL,0.02,86651965.0,44146771474.4768
100258,2014-01-30,037833100,US0378331005,AAPL,0.16,87015970.0,43599930803.9772
100258,2014-01-31,037833100,US0378331005,AAPL,0.12,85863482.0,42928403238.2092
100258,2014-02-03,037833100,US0378331005,AAPL,8.73,86116351.0,43114229689.7444
100258,2014-02-04,037833100,US0378331005,AAPL,5.33,86039099.0,43228516181.3134
100258,2014-02-05,037833100,US0378331005,AAPL,4.04,85774888.0,43631435568.7022
100258,2014-02-06,037833100,US0378331005,AAPL,4.09,85496696.0,43795719118.046
100258,2014-02-07,037833100,US0378331005,AAPL,3.2,85353864.0,43831595963.9238
100258,2014-02-10,037833100,US0378331005,AAPL,3.6,85238128.0,44351817613.6064
100258,2014-02-11,037833100,US0378331005,AAPL,3.22,86070049.0,45547660436.2624
100258,2014-02-12,037833100,US0378331005,AAPL,3.12,86218173.0,46157691091.5812
100258,2014-02-13,037833100,US0378331005,AAPL,2.61,86347091.0,46382282833.1648
100258,2014-02-14,037833100,US0378331005,AAPL,2.6,87477311.0,47487498108.0334
100258,2014-02-17,037833100,US0378331005,AAPL,2.6,87505288.0,47607704853.9734
100258,2014-02-18,037833100,US0378331005,AAPL,1.84,87384359.0,47559557104.9035
100258,2014-02-19,037833100,US0378331005,AAPL,1.7,87292118.0,47536233277.719
100258,2014-02-20,037833100,US0378331005,AAPL,1.46,87154457.0,46826862612.3976
100258,2014-02-21,037833100,US0378331005,AAPL,1.25,86292727.0,45790901282.6377
100258,2014-02-24,037833100,US0378331005,AAPL,1.23,86178037.0,45331340894.399
100258,2014-02-25,037833100,US0378331005,AAPL,1.47,86133298.0,45311817420.7846
100258,2014-02-26,037833100,US0378331005,AAPL,1.51,85829909.0,44790449278.5146
100258,2014-02-27,037833100,US0378331005,AAPL,1.14,85754165.0,44615341028.3578
100258,2014-02-28,037833100,US0378331005,AAPL,0.86,85486584.0,45018997865.7555
100258,2014-03-03,037833100,US0378331005,AAPL,0.71,84717045.0,44611279625.1928
100258,2014-03-04,037833100,US0378331005,AAPL,0.69,85131612.0,44960327201.6876
100258,2014-03-05,037833100,US0378331005,AAPL,0.82,84729193.0,45002340172.4998
100258,2014-03-06,037833100,US0378331005,AAPL,0.75,84884498.0,45163292227.24
100258,2014-03-07,037833100,US0378331005,AAPL,0.74,84581653.0,44897907436.98
100258,2014-03-10,037833100,US0378331005,AAPL,0.56,84668230.0,44919044758.3511
100258,2014-03-11,037833100,US0378331005,AAPL,0.58,84610443.0,44979070313.8778
100258,2014-03-12,037833100,US0378331005,AAPL,0.27,78408948.0,42039203054.8695
100258,2014-03-13,037833100,US0378331005,AAPL,0.25,84631249.0,45341118020.6664
100258,2014-03-14,037833100,US0378331005,AAPL,0.23,84795711.0,44947814970.685
100258,2014-03-17,037833100,US0378331005,AAPL,0.22,84622794.0,44462614967.4854
100258,2014-03-18,037833100,US0378331005,AAPL,0.22,84522641.0,44562819572.7784
100258,2014-03-19,037833100,US0378331005,AAPL,0.2,84311988.0,44771978425.1364
100258,2014-03-20,037833100,US0378331005,AAPL,0.19,84310460.0,44761753527.247
100258,2014-03-21,037833100,US0378331005,AAPL,0.16,84027152.0,44501361214.011
100258,2014-03-24,037833100,US0378331005,AAPL,0.18,84109032.0,44864767000.6598
100258,2014-03-25,037833100,US0378331005,AAPL,0.25,83740527.0,45179617673.6622
100258,2014-03-26,037833100,US0378331005,AAPL,0.21,83532451.0,45426247472.4141
100258,2014-03-27,037833100,US0378331005,AAPL,0.25,83691010.0,45180547168.6905
100258,2014-03-28,037833100,US0378331005,AAPL,0.28,83841021.0,45066969127.652
100258,2014-03-31,037833100,US0378331005,AAPL,0.31,83721377.0,44949071612.1017
100258,2015-10-01,037833100,US0378331005,AAPL,0.48,504880740.3479,55579686212.4949
100258,2015-10-02,037833100,US0378331005,AAPL,0.53,507604364.9708,55719077500.8986
100258,2015-10-05,037833100,US0378331005,AAPL,0.48,507515011.8529,56023075768.0093
100258,2015-10-06,037833100,US0378331005,AAPL,0.38,497336503.6861,55123124290.8291
100258,2015-10-07,037833100,US0378331005,AAPL,0.37,503884227.2923,56035758872.3071
100258,2015-10-08,037833100,US0378331005,AAPL,0.17,507938234.8055,56202580934.7252
100258,2015-10-09,037833100,US0378331005,AAPL,0.12,506149079.5129,55670240751.3761
100258,2015-10-12,037833100,US0378331005,AAPL,0.12,506277616.5129,56593663556.3375
100258,2015-10-13,037833100,US0378331005,AAPL,0.42,505824718.8157,56433638722.7958
100258,2015-10-14,037833100,US0378331005,AAPL,0.3,501402255.6265,55939592791.2079
100258,2015-10-15,037833100,US0378331005,AAPL,0.6,506926714.5649,56051374570.1784
100258,2015-10-16,037833100,US0378331005,AAPL,0.57,507660917.823,56663472662.1106
100258,2015-10-19,037833100,US0378331005,AAPL,0.57,505346610.823,56205525039.3174
100258,2015-10-20,037833100,US0378331005,AAPL,0.37,506631997.1443,56724424066.6456
100258,2015-10-21,037833100,US0378331005,AAPL,0.76,503719436.1778,57231824210.9528
100258,2015-10-22,037833100,US0378331005,AAPL,0.42,501195877.7331,57142324262.271
100258,2015-10-23,037833100,US0378331005,AAPL,0.28,499925415.0,57937708931.915
100258,2015-10-26,037833100,US0378331005,AAPL,0.18,504355147.0,59647344737.307
100258,2015-10-27,037833100,US0378331005,AAPL,0.09,502836682.0,58460048683.1688
100258,2015-10-28,037833100,US0378331005,AAPL,0.16,499424103.0,57567588692.7978
100258,2015-10-29,037833100,US0378331005,AAPL,0.15,499319673.0,59459451295.2972
100258,2015-10-30,037833100,US0378331005,AAPL,0.19,496836397.0,59762632465.5514
100258,2015-11-02,037833100,US0378331005,AAPL,0.34,492327639.0,58992501933.1122
100258,2015-11-03,037833100,US0378331005,AAPL,0.28,492145145.0,59670385947.9805
100258,2015-11-04,037833100,US0378331005,AAPL,0.2,496808091.0,60802366183.5582
100258,2015-11-05,037833100,US0378331005,AAPL,0.16,499428902.0,60881091694.3878
100258,2015-11-06,037833100,US0378331005,AAPL,1.02,488906463.0,59170333087.4748
100258,2015-11-09,037833100,US0378331005,AAPL,0.96,499758737.0,60497634945.8111
100258,2015-11-10,037833100,US0378331005,AAPL,0.06,503437430.0,60466347205.0624
100258,2015-11-11,037833100,US0378331005,AAPL,0.06,503199189.0,58918329058.1964
100258,2015-11-12,037833100,US0378331005,AAPL,0.47,501677627.0,58317225092.3326
100258,2015-11-13,037833100,US0378331005,AAPL,0.36,501474337.0,57810149658.2931
100258,2015-11-16,037833100,US0378331005,AAPL,0.16,501387085.0,56894306062.3445
100258,2015-11-17,037833100,US0378331005,AAPL,0.32,501568902.0,57169200182.4974
100258,2015-11-18,037833100,US0378331005,AAPL,0.36,501179346.0,57250598329.7206
100258,2015-11-19,037833100,US0378331005,AAPL,0.3,501256514.0,58765414667.9405
100258,2015-11-20,037833100,US0378331005,AAPL,0.23,501946242.0,59607121629.84
100258,2015-11-23,037833100,US0378331005,AAPL,0.17,501911138.0,59784411737.079
100258,2015-11-24,037833100,US0378331005,AAPL,0.12,495246405.0,58449935548.9133
100258,2015-11-25,037833100,US0378331005,AAPL,0.11,499683325.0,59291469062.254
100258,2015-11-26,037833100,US0378331005,AAPL,0.11,493570223.0,58286771893.7914
100258,2015-11-27,037833100,US0378331005,AAPL,0.24,493610927.0,58247040060.7278
100258,2015-11-30,037833100,US0378331005,AAPL,0.23,491174899.0,57886460381.8285
100258,2015-12-01,037833100,US0378331005,AAPL,0.16,494913820.0,58500169637.9668
100258,2015-12-02,037833100,US0378331005,AAPL,0.35,489659516.0,57472665330.8174
100258,2015-12-03,037833100,US0378331005,AAPL,0.44,491344602.0,57163071065.8976
100258,2015-12-04,037833100,US0378331005,AAPL,0.37,488054186.0,56547112275.1114
100258,2015-12-07,037833100,US0378331005,AAPL,0.39,478050660.0,56415104380.5732
100258,2015-12-08,037833100,US0378331005,AAPL,0.44,489267213.0,57902327912.9603
100258,2015-12-09,037833100,US0378331005,AAPL,0.33,489192899.0,57672339827.7168
100258,2015-12-10,037833100,US0378331005,AAPL,0.34,488891266.0,56640712782.1529
100258,2015-12-11,037833100,US0378331005,AAPL,0.25,489432103.0,56628420979.0347
100258,2015-12-14,037833100,US0378331005,AAPL,0.3,470198784.0,53323388673.6639
100258,2015-12-15,037833100,US0378331005,AAPL,0.24,468719541.0,52754635868.8626
100258,2015-12-16,037833100,US0378331005,AAPL,0.34,467556375.0,51887601042.8014
100258,2015-12-17,037833100,US0378331005,AAPL,0.37,465277298.0,51829943298.1362
100258,2015-12-18,037833100,US0378331005,AAPL,0.64,463712251.0,50422849006.5441
100258,2015-12-21,037833100,US0378331005,AAPL,0.46,464864879.0,49496953796.0768
100258,2015-12-22,037833100,US0378331005,AAPL,0.29,465467220.0,50023362132.512
100258,2015-12-23,037833100,US0378331005,AAPL,0.33,464897369.0,49961323008.7198
100258,2015-12-24,037833100,US0378331005,AAPL,0.24,465517136.0,50493184914.9511
100258,2015-12-25,037833100,US0378331005,AAPL,0.24,465503404.0,50414149466.3642
100258,2015-12-28,037833100,US0378331005,AAPL,0.19,465557373.0,50218603027.2062
100258,2015-12-29,037833100,US0378331005,AAPL,0.24,465496140.0,49909363251.46
100258,2015-12-30,037833100,US0378331005,AAPL,0.14,490978856.0,53233497953.1572
100258,2015-12-31,037833100,US0378331005,AAPL,0.14,490566453.0,52688386210.0896
100258,2014-07-01,037833100,US0378331005,AAPL,0.02,534162237.0,49648879762.2321
100258,2014-07-02,037833100,US0378331005,AAPL,0.0,535665728.0,50067854968.08
100258,2014-07-03,037833100,US0378331005,AAPL,0.01,536232812.0,50179351747.5482
100258,2014-07-04,037833100,US0378331005,AAPL,0.01,536872101.0,50393393426.1057
100258,2014-07-07,037833100,US0378331005,AAPL,0.01,535544343.0,50518090506.9437
100258,2014-07-08,037833100,US0378331005,AAPL,0.04,534977372.0,51208297764.568
100258,2014-07-09,037833100,US0378331005,AAPL,0.02,534837888.0,51024762097.382
100258,2014-07-10,037833100,US0378331005,AAPL,0.07,535062877.0,51008892266.7199
100258,2014-07-11,037833100,US0378331005,AAPL,0.0,533120879.0,50698425038.7415
100258,2014-07-14,037833100,US0378331005,AAPL,0.01,534671943.0,51005414589.939
100258,2014-07-15,037833100,US0378331005,AAPL,0.0,536690321.0,51620653523.3854
100258,2014-07-16,037833100,US0378331005,AAPL,0.0,536790914.0,51168097878.468
100258,2014-07-17,037833100,US0378331005,AAPL,0.01,537826430.0,50857441635.101
100258,2014-07-18,037833100,US0378331005,AAPL,0.0,538282420.0,50308055934.7241
100258,2014-07-21,037833100,US0378331005,AAPL,0.09,541055492.0,50995450983.7896
100258,2014-07-22,037833100,US0378331005,AAPL,0.06,539538461.0,50771807754.299
100258,2014-07-23,037833100,US0378331005,AAPL,0.02,539625592.0,51296833330.6136
100258,2014-07-24,037833100,US0378331005,AAPL,0.04,540010501.0,52370350051.9196
100258,2014-07-25,037833100,US0378331005,AAPL,0.01,539824680.0,52466718464.5135
100258,2014-07-28,037833100,US0378331005,AAPL,0.01,540972334.0,52890871313.0999
100258,2014-07-29,037833100,US0378331005,AAPL,0.01,542898034.0,53647441347.3852
100258,2014-07-30,037833100,US0378331005,AAPL,0.07,541730078.0,53300456018.8736
100258,2014-07-31,037833100,US0378331005,AAPL,0.18,540414870.0,52992373251.0688
100258,2014-08-01,037833100,US0378331005,AAPL,0.08,536520177.0,51443352923.3973
100258,2014-08-04,037833100,US0378331005,AAPL,0.04,536759619.0,51533087538.103
100258,2014-08-05,037833100,US0378331005,AAPL,0.12,534886167.0,51112641625.097
100258,2014-08-06,037833100,US0378331005,AAPL,0.34,532653649.0,50672398846.18
100258,2014-08-07,037833100,US0378331005,AAPL,0.34,532453728.0,50548913977.84
100258,2014-08-08,037833100,US0378331005,AAPL,0.2,533418733.0,50489485155.6102
100258,2014-08-11,037833100,US0378331005,AAPL,0.37,535180852.0,50796057136.3794
100258,2014-08-12,037833100,US0378331005,AAPL,0.64,539908405.0,51773533310.1788
100258,2014-08-13,037833100,US0378331005,AAPL,0.41,541322540.0,52054827238.0764
100258,2014-08-14,037833100,US0378331005,AAPL,0.42,539237466.0,52405884894.5355
100258,2014-08-15,037833100,US0378331005,AAPL,0.31,538183247.0,52509245511.3955
100258,2014-08-18,037833100,US0378331005,AAPL,0.08,537900765.0,52786715956.159
100258,2014-08-19,037833100,US0378331005,AAPL,0.03,538618618.0,53477074420.8825
100258,2014-08-20,037833100,US0378331005,AAPL,0.04,536981611.0,53931468230.8657
100258,2014-08-21,037833100,US0378331005,AAPL,0.04,536330350.0,53936023238.7857
100258,2014-08-22,037833100,US0378331005,AAPL,0.23,531966927.0,53575872435.39
100258,2014-08-25,037833100,US0378331005,AAPL,0.23,533190395.0,54010724559.258
100258,2014-08-26,037833100,US0378331005,AAPL,0.15,531306137.0,53886620435.024
100258,2014-08-27,037833100,US0378331005,AAPL,0.02,532147798.0,53815425613.2395
100258,2014-08-28,037833100,US0378331005,AAPL,0.06,536477308.0,56831500069.4345
100258,2014-08-29,037833100,US0378331005,AAPL,0.02,535876190.0,56874752189.9625
100258,2014-09-01,037833100,US0378331005,AAPL,0.03,534800145.0,54798754046.58
100258,2014-09-02,037833100,US0378331005,AAPL,2.88,532311443.0,54628907828.0579
100258,2014-09-03,037833100,US0378331005,AAPL,2.11,531451350.0,54523033445.2676
100258,2014-09-04,037833100,US0378331005,AAPL,1.55,531952247.0,52740570129.279
100258,2014-09-05,037833100,US0378331005,AAPL,1.23,529077105.0,52025497599.3496
100258,2014-09-08,037833100,US0378331005,AAPL,0.81,528718065.0,52244642405.2114
100258,2014-09-09,037833100,US0378331005,AAPL,0.83,527417076.0,51869822357.7964
100258,2014-09-10,037833100,US0378331005,AAPL,0.78,519831152.0,51204146866.482
100258,2014-09-11,037833100,US0378331005,AAPL,0.77,526180012.0,52965672623.8368
100258,2014-09-12,037833100,US0378331005,AAPL,0.75,526068924.0,53364338643.59
100258,2014-09-15,037833100,US0378331005,AAPL,0.39,527132015.0,53576717556.163
100258,2014-09-16,037833100,US0378331005,AAPL,0.37,526686351.0,53465537895.3118
100258,2014-09-17,037833100,US0378331005,AAPL,0.08,525843133.0,53128198942.2178
100258,2014-09-18,037833100,US0378331005,AAPL,0.14,524818273.0,53227762405.828
100258,2014-09-19,037833100,US0378331005,AAPL,0.02,524069917.0,53257217581.3981
100258,2014-09-22,037833100,US0378331005,AAPL,0.25,522249311.0,52766756776.018
100258,2014-09-23,037833100,US0378331005,AAPL,0.22,521782655.0,52853786105.2889
100258,2014-09-24,037833100,US0378331005,AAPL,0.39,520967090.0,53181421798.0255
100258,2014-09-25,037833100,US0378331005,AAPL,0.05,519748716.0,52609049405.2956
100258,2014-09-26,037833100,US0378331005,AAPL,0.02,519441706.0,51251904945.821
100258,2014-09-29,037833100,US0378331005,AAPL,0.01,519167236.0,51855125655.6556
100258,2014-09-30,037833100,US0378331005,AAPL,0.05,519954100.0,51907474132.7786
100258,2017-04-03,037833100,US0378331005,AAPL,0.11,602403971.0,86567360715.4406
100258,2017-04-04,037833100,US0378331005,AAPL,0.12,599996230.0,86364897923.9362
100258,2017-04-05,037833100,US0378331005,AAPL,0.1,599582790.0,86742213605.2559
100258,2017-04-06,037833100,US0378331005,AAPL,0.07,599386024.0,86354240801.3518
100258,2017-04-07,037833100,US0378331005,AAPL,0.03,598988034.0,86048271754.03
100258,2017-04-10,037833100,US0378331005,AAPL,0.03,599073587.0,85890825577.301
100258,2017-04-11,037833100,US0378331005,AAPL,0.0,601544257.0,86049905576.6138
100258,2017-04-12,037833100,US0378331005,AAPL,0.0,601768029.0,85364408071.5252
100258,2017-04-13,037833100,US0378331005,AAPL,0.07,601789136.0,85339199206.2306
100258,2017-04-14,037833100,US0378331005,AAPL,0.07,596247004.0,84277838406.3301
100258,2017-04-17,037833100,US0378331005,AAPL,0.05,600502023.0,84884191913.964
100258,2017-04-18,037833100,US0378331005,AAPL,0.05,604171920.0,85569644326.6131
100258,2017-04-19,037833100,US0378331005,AAPL,0.05,603945680.0,85336729842.3782
100258,2017-04-20,037833100,US0378331005,AAPL,0.04,603449758.0,85089820735.9978
100258,2017-04-21,037833100,US0378331005,AAPL,0.04,603168636.0,85849923585.2118
100258,2017-04-24,037833100,US0378331005,AAPL,0.08,603149118.0,85957780556.5225
100258,2017-04-25,037833100,US0378331005,AAPL,0.08,603542944.0,86548077005.3245
100258,2017-04-26,037833100,US0378331005,AAPL,0.02,604160982.0,87129241043.9227
100258,2017-04-27,037833100,US0378331005,AAPL,0.08,603368938.0,86854597373.9097
100258,2017-04-28,037833100,US0378331005,AAPL,0.08,604841907.0,86930906839.4902
100258,2017-05-01,037833100,US0378331005,AAPL,0.03,604341447.0,87125315057.0842
100258,2017-05-02,037833100,US0378331005,AAPL,0.01,604030470.0,88112044508.552
100258,2017-05-03,037833100,US0378331005,AAPL,0.0,605761850.0,89167965638.0168
100258,2017-05-04,037833100,US0378331005,AAPL,0.01,602395027.0,88652763277.9214
100258,2017-05-05,037833100,US0378331005,AAPL,0.01,601061512.0,88418552602.6265
100258,2017-05-08,037833100,US0378331005,AAPL,0.05,603315838.0,89817810882.3466
100258,2017-05-09,037833100,US0378331005,AAPL,0.01,605015204.0,92007251271.5208
100258,2017-05-10,037833100,US0378331005,AAPL,0.02,602632388.0,92598705324.259
100258,2017-05-11,037833100,US0378331005,AAPL,0.13,594893611.0,91410996075.9961
100258,2017-05-12,037833100,US0378331005,AAPL,0.24,594524142.0,91656938484.1375
100258,2017-05-15,037833100,US0378331005,AAPL,0.7,594720889.0,92530686752.1721
100258,2017-05-16,037833100,US0378331005,AAPL,0.28,605178225.0,94308046691.1356
100258,2017-05-17,037833100,US0378331005,AAPL,0.12,606116611.0,93353259622.9328
100258,2017-05-18,037833100,US0378331005,AAPL,0.12,605234728.0,92078141846.7198
100258,2017-05-19,037833100,US0378331005,AAPL,0.11,604954898.0,91992627515.1226
100258,2017-05-22,037833100,US0378331005,AAPL,0.1,603801621.0,92549651564.6032
100258,2017-05-23,037833100,US0378331005,AAPL,0.09,603380042.0,92793054528.9848
100258,2017-05-24,037833100,US0378331005,AAPL,0.05,603306277.0,92836246776.8455
100258,2017-05-25,037833100,US0378331005,AAPL,0.04,603458373.0,92696858181.834
100258,2017-05-26,037833100,US0378331005,AAPL,0.05,603858031.0,92847374661.8275
100258,2017-05-29,037833100,US0378331005,AAPL,0.05,604531265.0,92956144198.6848
100258,2017-05-30,037833100,US0378331005,AAPL,0.07,604296853.0,92853901833.557
100258,2017-05-31,037833100,US0378331005,AAPL,1.2,603802787.0,92715901188.5338
100258,2017-06-01,037833100,US0378331005,AAPL,0.08,602993734.0,92308342524.6622
100258,2017-06-02,037833100,US0378331005,AAPL,0.11,605536724.0,93003162577.231
100258,2017-06-05,037833100,US0378331005,AAPL,0.06,605074282.0,93924252393.5059
100258,2017-06-06,037833100,US0378331005,AAPL,0.04,605028058.0,93456065657.6424
100258,2017-06-07,037833100,US0378331005,AAPL,0.06,606136641.0,93655125127.0275
100258,2017-06-08,037833100,US0378331005,AAPL,0.05,605333763.0,93890734752.4354
100258,2017-06-09,037833100,US0378331005,AAPL,0.04,605562622.0,93369848553.2496
100258,2017-06-12,037833100,US0378331005,AAPL,0.07,605393910.0,90960910297.683
100258,2017-06-13,037833100,US0378331005,AAPL,0.12,604322730.0,88697875415.9396
100258,2017-06-14,037833100,US0378331005,AAPL,0.15,607873740.0,88844096730.5334
100258,2017-06-15,037833100,US0378331005,AAPL,0.31,606854979.0,88362231005.135
100258,2017-06-16,037833100,US0378331005,AAPL,0.33,606472412.0,87582599751.97
100258,2017-06-19,037833100,US0378331005,AAPL,0.52,597327190.0,85847173746.9647
100258,2017-06-20,037833100,US0378331005,AAPL,0.47,606099365.0,88003172558.4276
100258,2017-06-21,037833100,US0378331005,AAPL,0.1,606321434.0,88344648772.2389
100258,2017-06-22,037833100,US0378331005,AAPL,0.08,606187140.0,88314420569.6726
100258,2017-06-23,037833100,US0378331005,AAPL,0.06,590461676.0,86183504910.0748
100258,2017-06-26,037833100,US0378331005,AAPL,0.06,587628950.0,85915629803.0647
100258,2017-06-27,037833100,US0378331005,AAPL,0.05,588950173.0,85915820261.0944
100258,2017-06-28,037833100,US0378331005,AAPL,0.03,590020525.0,85326747745.1482
100258,2017-06-29,037833100,US0378331005,AAPL,0.19,590057523.0,85604622554.684
100258,2017-06-30,037833100,US0378331005,AAPL,0.31,590502779.0,85249624494.9626
100258,2016-10-03,037833100,US0378331005,AAPL,0.34,473337310.0,53511322437.8519
100258,2016-10-04,037833100,US0378331005,AAPL,0.34,475457677.0,53550746452.0842
100258,2016-10-05,037833100,US0378331005,AAPL,0.25,479460991.0,54168412109.31
100258,2016-10-06,037833100,US0378331005,AAPL,0.51,478384894.0,54129912106.412
100258,2016-10-07,037833100,US0378331005,AAPL,0.37,475416454.0,54124021144.4986
100258,2016-10-10,037833100,US0378331005,AAPL,0.37,474867018.0,54255141029.3178
100258,2016-10-11,037833100,US0378331005,AAPL,0.32,477021666.0,55095107076.3506
100258,2016-10-12,037833100,US0378331005,AAPL,0.29,478012029.0,55574987588.5618
100258,2016-10-13,037833100,US0378331005,AAPL,0.33,479494695.0,56200967164.3544
100258,2016-10-14,037833100,US0378331005,AAPL,0.65,446516737.0,52307079289.733
